original_sentence	augmented_sentence
In the final chapter, I step beyond the central concern with autonomous agents to consider the universe itself.	In the final chapter, I step beyond the central concern with autonomous agents to consider the universe itself.
In the final chapter, I only discuss how many licks it takes to get to the center of a Tootsie Roll Pop.	In the final chapter, I only discuss how many licks it takes to get to the center of a Tootsie Roll Pop.
In the final chapter, I step beyond the central concern with autonomous agents to consider the universe itself.	In the final chapter, I step beyond the central concern with autonomous agents to consider the universe itself.
In the last chapter I wonder how much the universe is responsible for the eccentricities of human behavior.	In las últimos capítulo I maravilla como much las universe is responsable para la excentricidades of humana behavior.
In the final chapter, I step beyond the central concern with autonomous agents to consider the universe itself.	In the final chapter, I step beyond the central concern with autonomous agents to consider the universe itself.
In the last chapter, I considered the universe itself.	In los última chapter, I consideradas los universe itself.
And, therefore, the state was not responsible for these private persons denying  social rights  to black citizens.	y, therefore, los estado estaba not responsable para éstos privadas personas negando social derechos to negra citizens.
Some private persons denied social rights to black citizens.	Some private persons denied social rights to black citizens.
And, therefore, the state was not responsible for these private persons denying  social rights  to black citizens.	y, therefore, el state fue not responsables para estas privada personas negar social derechos to negros citizens.
The private persons were white.	la privado personas eran white.
And, therefore, the state was not responsible for these private persons denying  social rights  to black citizens.	y, therefore, las estado fue no responsable para éstas privado personas negando social derechos to negros citizens.
The state was entirely responsible for the behavior of the private persons.	The state was entirely responsible for the behavior of the private persons.
No difference exists between younger and older classmates in achievement test scores.	No diferencia existe entre younger y mayores compañeros in logro ensayo scores.
While test results for young and older classmates are the same, younger classmates finish test faster	While test results for young and older classmates are the same, younger classmates finish test faster
No difference exists between younger and older classmates in achievement test scores.	No diferencia existe entre younger y mayores compañeros in logros test scores.
Young and old classmates achieve same results in test scores.	Young and old classmates achieve same results in test scores.
