original_sentence	augmented_sentence
Hopes were raised, and also fizzled, over Bahamian citrus and pineapple.	Hopes were raised, 而且 也 fizzled, over Bahamian 柑橘 還有 pineapple.
Althrough the pineapples tasted great the shipping costs were too high to bring them to market.	Althrough the pineapples tasted great the shipping costs were too high to bring them to market.
Hopes were raised, and also fizzled, over Bahamian citrus and pineapple.	Hopes were raised, 還有 還 fizzled, over Bahamian 柑橘 和 pineapple.
The Bahamian citrus was just a huge success, just as everyone had predicted.	The Bahamian 柑橘 was 只要 a 巨大 success, 只是 as 大家 had predicted.
Hopes were raised, and also fizzled, over Bahamian citrus and pineapple.	Hopes were raised, 而且 還 fizzled, over Bahamian 柑橘 而且 pineapple.
The Bahamian citrus was not as great as everyone had hoped.	The Bahamian 柑橘 was not as 偉大 as 大家 had hoped.
Go beyond these sights to Nathaniel Hawthorne's House of the Seven Gables.	Go 超越 這些 景點 to Nathaniel Hawthorne's 屋 of the seven Gables.
The Seven Gables is the best sight to see.	The 七 Gables is the 最好 視線 to see.
Go beyond these sights to Nathaniel Hawthorne's House of the Seven Gables.	Go 超越 這些 景點 to Nathaniel Hawthorne's 房屋 of the 七 Gables.
There are more sights to see.	There are more sights to see.
Go beyond these sights to Nathaniel Hawthorne's House of the Seven Gables.	Go beyond these sights to Nathaniel Hawthorne's House of the Seven Gables.
You must not go beyond these sights.	你 必須 not go 超越 這些 sights.
The sound, some 3 km (2 miles) in diameter, is thought to be a huge caldera that formed after a powerful volcanic eruption.	The sound, some 3 km (2 miles) in diameter, is thought to be a huge caldera that formed after a powerful volcanic eruption.
The 2 mile sound could have been caused by many things, including a volcanic eruption.	The 2 mile 聲音 could have been caused by 許多 things, 包括 a 火山 eruption.
The sound, some 3 km (2 miles) in diameter, is thought to be a huge caldera that formed after a powerful volcanic eruption.	The sound, 一些 3 km (2 miles) in diameter, is 思想 to be a 巨大 caldera 那個 formed 之後 a 強大 火山 eruption.
The 2 mile sound was definitely not caused by a volcanic eruption.	The 2 mile 音效 was definitely not caused by a 火山 eruption.
The sound, some 3 km (2 miles) in diameter, is thought to be a huge caldera that formed after a powerful volcanic eruption.	The sound, 一些 3 km (2 miles) in diameter, is 思想 to be a 巨大 caldera 那個 formed 後 a 強大 火山 eruption.
The 2 mile sound was probably caused by a volcanic eruption.	The 2 mile 聲音 was probably caused by a 火山 eruption.
There the scene is less relaxed and the language problem might daunt you, but at least you'll be able to catch a glimpse of Chinese consumer society.	There the scene is less relaxed and the language problem might daunt you, but at least you'll be able to catch a glimpse of Chinese consumer society.
It is a good idea to have a translator with you.	It is a good idea to have a translator with you.
There the scene is less relaxed and the language problem might daunt you, but at least you'll be able to catch a glimpse of Chinese consumer society.	There the scene is less relaxed and the language problem might daunt you, but at least you'll be able to catch a glimpse of Chinese consumer society.
There is a language problem that might intimidate you.	There is a 語 問題 那個 might intimidate you.
There the scene is less relaxed and the language problem might daunt you, but at least you'll be able to catch a glimpse of Chinese consumer society.	There the 現場 is 少 relaxed 和 the 語文 問題 might daunt you, 但 at least you'll be able to 接住 a 一瞥 of 華人 消費者 society.
You do not have to worry about language issues there, since everyone speaks English.	You do not have to worry about language issues there, since everyone speaks English.
Elsewhere in the prince's garden, in a modern building called the Sailor's House (Casa de Marinos), you can find out what became of the quaint  Tagus squadron  of the royal fleet.	Elsewhere in the prince's garden, in a 現代 建築 called the Sailor's 房子 (Casa de Marinos), 你 can 尋找 出局 what became of the quaint Tagus 中隊 of the 皇家 fleet.
The Sailor's House is an ancient building found in the prince's garden.	The Sailor's House is an ancient building found in the prince's garden.
Elsewhere in the prince's garden, in a modern building called the Sailor's House (Casa de Marinos), you can find out what became of the quaint  Tagus squadron  of the royal fleet.	Elsewhere in the prince's garden, in a modern building called the Sailor's House (Casa de Marinos), you can find out what became of the quaint Tagus squadron of the royal fleet.
The Sailor's House was designed by a famous Italian architect.	The Sailor's House was designed by a famous Italian architect.
Elsewhere in the prince's garden, in a modern building called the Sailor's House (Casa de Marinos), you can find out what became of the quaint  Tagus squadron  of the royal fleet.	Elsewhere in the prince's garden, in a 現代 建築物 called the Sailor's 房子 (Casa de Marinos), 你 can 找到 出局 what became of the quaint Tagus 中隊 of the 皇家 fleet.
The prince's garden is home to the building called the Sailor's House.	The prince's 花園 is 家 to the 建築 called the Sailor's House.
Between 1936 and 1940 Greece was under the military dictatorship of Ioannis Metaxas, remembered for the resounding echi ( no ) he gave in reply to Mussolini's ultimatum to surrender in 1940.	Between 1936 and 1940 Greece was under the military dictatorship of Ioannis Metaxas, remembered for the resounding echi ( no ) he gave in reply to Mussolini's ultimatum to surrender in 1940.
Greece has never been ruled by a military dictator.	希臘 has 從不 been ruled by a 軍方 dictator.
Between 1936 and 1940 Greece was under the military dictatorship of Ioannis Metaxas, remembered for the resounding echi ( no ) he gave in reply to Mussolini's ultimatum to surrender in 1940.	Between 1936 而且 1940 希臘 was under the 軍事 專政 of ioannis Metaxas, remembered for the resounding echi ( no ) he gave in 回覆 to Mussolini's 最後通牒 to 投降 in 1940.
Greece is one of the countries in the world that has had a dictator.	希臘 is one of the 各國 in the 世界 那個 has had a dictator.
Between 1936 and 1940 Greece was under the military dictatorship of Ioannis Metaxas, remembered for the resounding echi ( no ) he gave in reply to Mussolini's ultimatum to surrender in 1940.	Between 1936 and 1940 Greece was under the military dictatorship of Ioannis Metaxas, remembered for the resounding echi ( no ) he gave in reply to Mussolini's ultimatum to surrender in 1940.
Greece's economy did not do so well under the military dictatorship of Metaxas.	Greece's economy did not do so well under the military dictatorship of Metaxas.
The simplicity of Sant Pau's Romanesque lines is an agreeable change from the extravagance of Barcelona's modernisme and the intricacies of Gothic architecture.	The 簡潔 of Sant Pau's Romanesque 線條 is an agreeable 更改 來自 the 奢侈 of Barcelona's modernisme 還有 the intricacies of Gothic architecture.
