original_sentence	augmented_sentence
They are very good in both urban and rural areas.	They are very good in both urban and rural areas.
right they will go through the slot	derecha 它們 voluntad go mediante las 槽
They are easy to slide through.	ellos están sencilla to tobogán through.
right they will go through the slot	右 她們 testamento go through the ranura
They go in the opening.	她們 go in el opening.
right they will go through the slot	right they will go through the slot
They go in the trash.	They go in the trash.
is it twenty percent interest	is it twenty percent interest
Could the interest be more than 20?	Could the interest be more than 20?
is it twenty percent interest	is it twenty percent interest
Is the interest percent 20?	Is the interés porcentaje 20?
is it twenty percent interest	is it twenty 百分比 interes
There is no interest.	ahí is no interest.
now that's one of the best deterrents for a robber is a noisy neighbor even if the neighbor's got a noisy dog that's a deterrent because they know that that dog's going to bark	now that's one of the best deterrents for a robber is a noisy neighbor even if the neighbor's got a noisy dog that's a deterrent because they know that that dog's going to bark
Robbers don't like dogs because they are loud and often bite them.	ladrones don't gustar perros porque 它們 are 大聲 y 時常 mordida them.
now that's one of the best deterrents for a robber is a noisy neighbor even if the neighbor's got a noisy dog that's a deterrent because they know that that dog's going to bark	現在 that's uno of the best deterrents para a robber is a noisy vecina 甚至 if las neighbor's got a ruidosos perros that's a disuasión porque ellas sé que que dog's going to ladra
Robbers don't like dogs.	Robbers don't like dogs.
now that's one of the best deterrents for a robber is a noisy neighbor even if the neighbor's got a noisy dog that's a deterrent because they know that that dog's going to bark	現在 that's one of the mejor deterrents for a robber is a ruidosos 鄰居 aun if the neighbor's got a noisy perro that's a disuasión 因為 他們 know eso que dog's going to 吠
Robbers know dogs will be quiet soon.	Robbers know dogs will be quiet soon.
uh-huh it's funny and um i i guess i just like funny shows mostly	uh-huh it's funny and um i i guess i just like funny shows mostly
I don't like funny shows.	I don't like funny shows.
uh-huh it's funny and um i i guess i just like funny shows mostly	uh-huh it's 好笑 y um i i adivinar i sólo como divertido espectáculos 大多
I like watching funny shows.	I 就像 mirando divertido shows.
uh-huh it's funny and um i i guess i just like funny shows mostly	uh-huh it's divertido 和 um i i adivina i sólo 像 搞笑 顯示 mayormente
I may have to watch this new comedy show.	I may tener to reloj este nuevo comedia show.
i don't know  okay well it was good talking to you and have a good evening	i don't sé okay pozo it era buenos talking to 你 y tener a buenos 晚上
I hope you have a great morning! It was nice chatting with you online.	I 希望 tu tengan a 偉大 morning! It estaba 很好 charlando con 你 online.
i don't know  okay well it was good talking to you and have a good evening	i don't know okay well it was good talking to you and have a good evening
I think I know why I'm not well but I do not want to tell you.	I piense I know 為什麼 I'm no pues 但 I do not querer to decir you.
i don't know  okay well it was good talking to you and have a good evening	i don't know okay well it was good talking to you and have a good evening
I'm not certain but I'm kinda fine, it was nice to speak with you tonight.	I'm not determinados sino I'm kinda fine, it estaba linda to habla con vos tonight.
came back from uh uh Grand Rapids where we saw one of our sons graduate	vinieron 回 從 uh uh gran 急流 adonde we vi una of nuestra sons postgrado
Grand Rapids is a beautiful place.	Grand Rapids is a beautiful place.
came back from uh uh Grand Rapids where we saw one of our sons graduate	came back from uh uh Grand Rapids where we saw one of our sons graduate
We don't have a son.	We don't have a son.
came back from uh uh Grand Rapids where we saw one of our sons graduate	vinieron 背 來自 uh uh grand rápidos dónde we vieron one of our sons 畢業
We went to Grand Rapids to see our son graduate.	We went to grand 激流 to see our hijo graduate.
do you do you wilderness camp	do you do you wilderness camp
Did you attend the camp about wilderness?	Did 你 asistan las 露營 關於 wilderness?
