#aaa	#aaa
#an	#eka
#cc	#cc
#ccc	#ccc
#ccf	#ccf
#cd	#cd
#cf	#cf
#cfecec	#cfecec
#content	#content
#da	#da
#daa	#daa
#dc	#dc
#dcdcdc	#dcdcdc
#ddd	#ddd
#dddddd	#dddddd
#ddf	#ddf
#de	#de
#dfdfdf	#dfdfdf
#dfe	#dfe
#dfffdf	#dfffdf
#ee	#ee
#eedd	#eedd
#eee	#eee
#eeeeee	#eeeeee
#efefef	#efefef
#faecc	#faecc
#faf	#faf
#fbf	#fbf
#fc	#fc
#fdfdfd	#fdfdfd
#ffc	#ffc
#ffcc	#ffcc
#ffd	#ffd
#ffdead	#ffdead
#ffe	#ffe
#ffebcd	#ffebcd
#ffff	#ffff
#http	#http
#https	#https
#if	#agara
#it	#it
#it	#yaha
#no	#no
#one	#eka
#this	#isa
#this	#yaha
#time	#time
#use	#use
#when	#jaba
distort	vikrrita
distortions	vikrritiya.n
distracted	vichalita
distraction	vyakulata
distress	takalipha
distribute	vitarita
distributed	vitarita
distributes	distributes
distribution	vitarana
distributive	distributive
distributor	vitaraka
distributors	vitarakom
district	distrikta
district	jila
district	jiladhyaksha
district	zila
districts	jile
distrust	avishvasa
disturbances	upadravom
disturbed	ashamta
ditch	khai
diu	diu
diu	diva
diuretic	diuretic
div	div
diva	diva
divakar	divakara
divali	divali
divarath	divaratha
dive	daiva
dive	dubaki
dive	gota
diver	gotakora
diverge	diverge
divergent	apasari
divers	gotakhora
diverse	vividha
diversities	vividhataom
diversity	vividhata
diverticulum	diverticulum
dives	gote
divided	vibhajita
divided	vibhakta
dividend	labhamsha
divination	bhavishyavani
divine	daivi
divine	da{}ivya
divine	divaina
divine	divya
divine	paramatma
diving	daivimga
divinity	devatva
divish	divisa
divisibility	divisibility
division	prabhaga
division	vibhaga
division	vibhajana
divisional	divijanala
divisions	vibhajana
divisor	bhajaka
divorce	daivorsa
divorce	talaka
divorce	talaqa
divorced	talaka
divorced	talakashuda
divya	divya
diwa	diwa
diwakar	divakara
diwali	dipavali
diwali	divali
diwali	diwali
diwan	divana
diwane	divane
diwankhwati	divanakhavati
dixit	dikshita
dixon	diksana
diy	diy
diya	diya
diyala	diyala
diyanisiyas	diyaॉna{}isa{}iyaॉsa
diyanth	diyamtha
diyena	diena
dizzy	chakkara
dji	dji
djibouti	jibuti
djokovic	jokovicha
djvu	djvu
dkk	dkk
dla	dla
dlf	dlf
dli	dli
dlink	dilimka
dll	dll
dlouhý	dlauchi
dlp	dielapi
dma	dma
dmb	dmb
dmc	diemasi
dmca	dmca
dmf	dmf
dmitry	dimitri
dmk	dramuka
dmo	dmo
dmoz	dmoz
dms	dms
dmt	diemati
dmu	dmu
dmy	dmy
dna	dienae
dna	dna
dnb	dnb
dnp	dnp
dnr	dnr
dns	dienaesa
dnssec	dnssec
dnyaneshwar	j~naneshvara
do	2
do	do
do	pita
doab	doaba
doane	done
dobbelaar	dobelara
dobby	daॉbi
dobh	dobha
dobhakol	dobhakola
dobry	daॉbari
doc	dastaveza
docid	docid
docile	aj~nakari
dock	daॉka
dockers	chattanem
docket	docket
docking	daॉkimga
docomo	dokomo
docs	dastaveja
docs	dastaveza
docs	daॉksa
doctor	daktara
doctor	daॉktara
doctor	doctor
doctoral	daॉktareta
doctorate	daॉktareta
doctors	chikitsakom
doctors	daॉktara
doctors	daॉktarom
doctrinaire	siddhamtavadi
doctrove	doctrove
document	dastaveja
document	dastaveza
documentary	vrrittachitra
documentation	dastavezikarana
documentation	pralekhana
documented	pralekhita
documents	dastaveja
documents	dastaveza
doda	doda
dodge	chakama
dodge	moda
dodger	dojara
dodgers	daॉjarsa
dodhar	ढ़odhara
dodhda	doda.da
dodhi	dodi
dodie	dodi
dodoma	dodoma
doe	do
does	karata
dog	daॉga
dog	kutta
dog	kutte
dog	shvana
dogaal	daॉgala
dogar	dogara
dogargaon	domgaragamva
doglas	daglasa
dogma	siddhamta
dogmatic	kattara
dogra	dogara
dogri	dogari
dogs	kutte
dogs	kutto
dogs	kuttom
doha	doha
dohahaa	doraha
dohara	dohara
dohc	dohc
doherty	doharti
dohollah	dohollaha
dohrighat	doharighata
dohuk	dohuka
doi	doi
dois	dois
doisan	dayasana
dojag	dozakha
dol	dol
dol	dola
dola	dola
dolakha	dolakha
dolan	dolana
dolay	dolaya
dolce	dolse
doli	doli
doll	gu.diya
doll	gudiya
dollar	dalara
dollar	daॉlara
dollars	daॉlara
dolls	daॉla
dolly	daॉli
dolo	dolo
dolore	dolore
dolores	doloresa
dolorosa	dolorosa
dolpa	dolpa
dolphin	daॉlfina
dolphins	daॉlphina
dom	daॉma
dom	doma
domain	domena
domains	domena
dombivali	dombivali{}
dome	doma
dome	gumbada
domenico	domeniko
domes	gumbada
domestic	gharelu
domesticate	adimanava
domestication	domestication
domesticpartner	domesticpartner
domicile	adhivasa
dominance	dabadaba
dominance	prabhutva
dominant	prabala
dominated	varchasva
domination	hukumata
domingo	domimgo
dominian	dominiyana
dominic	daॉminika
dominic	dominika
dominica	dominikana
dominican	dominikana
dominik	dominika
dominion	daॉminiyana
dominion	dominiyana
domino	domino
don	daॉna
dona	dona
donakonda	donakomda
donald	donalda
donaldson	donaldasana
donate	dana
donated	dana
donation	dana
donations	dana
done	dana
done	kiya
done	sampanna
doner	donara
dones	daॉnsa
doneto	doneto
donetsk	donetska
dong	damga
donghu	domgahu
dongre	domgare
doni	doni
donington	donimgatana
donkey	gadha
donkeys	gadhe
donkeys	gadhom
donna	dona
donnell	donnell
donnelly	donali
donner	daॉnara
donny	doni
dono	donom
donor	data
donovan	donovana
dons	saraganaom
dont	saiksa
donum	donum
donut	donata
donuts	donatsa
doo	do
doo	du
dooars	doara
doodle	dudala
doohan	doohan
dooj	duja
doom	azaba
doom	du.n
doom	yatana
doon	duna
door	daravaja
door	daravaje
door	daravaza
door	dora
door	dura
door	dvara
doordarshan	duradarshana
doorman	vyu
doors	daravaje
doors	daravajom
doors	dvara
doorstep	daravaje
doorstep	daravaze
doosri	dusari
dooth	dudha
doovar	taॉvara
dop	dop
dopamine	dopamine
dope	dopa
dope	nasha
dopin	daॉpina
doping	doping
doppler	daॉplara
dor	dora
dora	dora
dorado	dorado
doraemon	doremona
dorall	daॉrela
dorcas	daॉrkasa
dordogne	dordogne
doreen	dorina
doren	daॉrena
dori	dori
doria	doriya
dorian	doriyana
doris	dorisa
doriya	doriya
dorm	chatravasa
dorm	shayanakaksha
dormitory	shayanagara
dornakal	doranakala
dorothea	dorothiya
dorothi	dorothi
dorothy	dorothi
dors	rashtrasamgha
dorsal	prrishthiya
dorsalis	dorsalis
dorsi	dorsi
dortmund	daॉrtamumda
dorval	dorval
dory	dory
dos	daॉsa
dosa	dosa
dosan	daॉsana
dose	khuraka
doshi	doshi
doss	dasa
dost	dost
dost	dosta
dostoyevsky	dostoyevski
dot	bimdu
dot	bindu
dot	daॉta
dotted	bimdidara
double	dabala
double	doguna
double	dohara
doubles	yugala
doublesrecord	doublesrecord
doublestitles	doublestitles
doubling	doguna
doubs	doubs
doubt	samdeha
doubt	shaka
doubtful	pa.de
doubts	samdeha
douche	dusha
douckodaa	dakota
doug	daga
dough	ata
douglas	dagalasa
douglas	daॉgalsa
doulat	daulata
doust	daॉsta
douza	dausa
dow	do
down	bas
down	niche
downey	downey
downing	daunimga
download	daunaloda
downloaded	daunaloda
downloads	daunaloda
downstream	daunastrima
downtown	shahara
dowry	daheja
dowry	daheza
doyen	doena
doyen	padmabhushana
doyiwala	doivala
doyl	doyala
doyle	doyala
doze	doza
dozen	darjana
dozens	darjanom
doña	doña
dpa	dpa
dpb	dpb
dpi	dipiai
dpr	dpr
dprk	dprk
dpt	dipiti
dqa	dqa
dqb	dqb
drach	dracha
dracula	draikula
dracula	drakyula
draft	drafta
draft	draphta
draft	masauda
draft	prarupa
drafts	drafta
drafts	drapht{}sa
drafts	masauda
drag	khichem
drag	khimchem
dragged	ghasita
dragging	khimchana
dragon	draigana
dragonet	dragonet
dragonflies	vyadha
dragons	draigansa
dragons	dregana
drain	nali
drainage	nale
drains	nalom
drake	draiko
drake	dreka
dram	dram
drama	drama
drama	nataka
drama	nautamki
dramand	dramaॉnda
dramatic	natakiya
dramatist	natakakara
drank	piya
draper	draper
draupadi	draupadi
dravid	dravi.da
dravidian	dravi.da
draw	chitrana
draw	khimchem
drawbacks	kamiyam
drawer	daraja
drawers	daraza
drawing	arekhana
drawing	chitramkana
drawing	draimga
drawing	draॉimga
drawing	rekhachitra
drayton	draitana
drd	drd
drdo	diaradio
dre	dre
dreaded	khumkhara
dream	drima
dream	khvaba
dream	sapana
dream	sapane
dream	svapna
dreams	sapane
dreams	sapano
dreamworks	drimavarksa
dreamy	svapnila
drednot	dredanaॉta
dregs	talachata
drei	drei
dresden	dresadena
dress	dresa
dress	paridhana
dress	poshaka
dressed	vesha
dresser	dresara
dresses	poshaka
dressing	dresimga
dressmaking	sivana
drew	khimcha
drexler	drekslara
dri	dri
dribble	dribala
dribbling	driblimga
dried	sukhi
drift	bahava
drift	bikhara
drifting	bahava
drijhoyak	drijahoeka
drill	drila
drilling	khudai
drima	drima
drink	drimka
drink	peya
drink	pina
drinking	pina
drinking	pine
drinks	peya
drip	dripa
dripping	dripimga
dripping	tapakata
drisdram	tristrama
drishyam	drrishyama
drisiykethu	rrishiyaketu
drive	draiva
driven	chalita
driver	draivara
drivers	chalaka
drivers	draivara
drives	draiva
driving	daivimga
driving	draivimga
drizzle	phuhara
drm	drm
droit	droit
drona	drona
drona	dronacharya
dronakelm	dronakelama
drone	drona
drone	gabana
drones	drona
drongo	drongo
drop	bu.nda
drop	bumda
drop	chodem
droplets	droplets
dropping	cho.dane
drops	bu.ndem
drops	bumde
drops	bumdem
dropsy	dropsy
drought	sukha
droves	jutakara
drown	dubo
drowning	duba
drs	daॉktarsa
druars	duarsa
drucker	drakara
drug	draga
drugbank	drugbank
drugs	davae.n
drugs	dragsa
drukpa	drupaka
drum	dhola
drum	drama
drummer	vadaka
drummers	dramarsa
drums	drama
drums	dramsa
drunk	nashe
drunk	sharabi
drunkards	sharabiyom
drunken	sharabi
druze	drusa
drv	drv
dry	shushka
dry	sukha
dry	sukhi
dryden	draidena
dryer	drayara
dryness	talu
ds^	ds^
dsb	diesabi
dscf	dscf
dscn	dscn
dsdna	dsdna
dsl	dsl
dslr	dslr
dsm	dsm
dso	dso
dsp	diesapi
dsrna	dsrna
dst	dst
dtd	ditidi
dth	ditiecha
dth	dth
dtl	dtl
dtm	dtm
dtp	dtp
dts	ditiesa
dua	dua
duaba	duaba
dual	dohara
dual	duala
duality	duality
duan	dua
duars	duars
dub	daba
dubaha	dubaha
dubai	dubai
dubbed	utavale
dubbing	dabimga
dubey	dube
dubey	dubey
dubious	samdigdha
dubiya	dubiya
dublin	dabalina
dublin	dabla{}ina
dubrovnik	dubrovnik
duc	duc
ducati	dukati
duchy	duchy
duck	batakha
duck	battakha
duck	daka
duckbill	duckbill
ducks	batakhom
duckworth	dakavartha
ductile	ductile
ductility	tanyata
ducts	nalikaem
dude	yara
dudhanhi	dudhani
dudhinhgar	dudhinagara
dudhvhakarhaa	dudhavakhara
dudhwa	dudhava
dudi	dudi
dudihiya	dudhiya
dudley	dudley
dudli	dudali
dudu	dudu
duduk	duduka
duel	dvamdvayuddha
duff	dafa
duff	dapha
dufferin	dapharina
duffy	daphi
dug	daga
dug	duga
dug	khoda
dugaurti	durgauti
dugdol	dugadola
duggal	duggala
duggan	duggan
dugirala	dugirala
duglas	dagalasa
dugong	dugong
duguid	dyuguda
duhayi	duhai
duis	duis
dujnah	dujanaha
duke	dyuka
dukes	dukes
dulal	dulala
dulari	dulari
dulce	jalebi
dulcimer	dalasaimara
dulhah	dulha
dulhan	dulhana
dulhania	dulhaniya
dulhann	dulhana
dulip	dulipa
dull	nirasa
dull	phiki
duly	vidhivata
dum	dama
dum	dum
dumas	dyuma
dumb	bhola
dumb	gumga
dumbag	damabega
dumbledore	dambaldora
dumbo	dambo
dumbra	dambara
dumfries	dumfries
dumka	dumaka
dummy	dami
dump	dampa
dumping	dampimga
dumpling	pakau.di
dumplings	pakau.di
dumpty	dampti
dun	dana
dunams	dunams
dunas	dunasa
duncan	damkana
dundas	dundas
dundee	damdi
dundun	dunaduna
dune	tibba
dunedin	dunedina
dunes	tile
dung	damga
dung	gobara
dungarpur	dumgarapura
dunhuang	dunahuamga
dunia	duniya
duniya	duniya
dunk	damka
dunlap	danalapa
dunlon	dulom
dunnart	dunnart
dunst	damsta
duodenal	duodenal
duodenum	duodenum
duopoly	dvayadhikara
dupatta	dupatta
duplicate	anukrriti
duplicate	dupliketa
duplicate	nakala
duplicates	dupliketa
dupont	dyupaॉnta
duppatta	dupatta
dur	dur
dura	dyura
durability	tikaupana
durable	tikau
duranii	durrani
duration	avadhi
durban	darabana
durch	durch
durer	durer
durg	durga
durga	durga
durgapur	durgapura
durhaam	darahaima
during	daurana
duriyoda	duraumdha
durkheim	durkhima
duronto	duramto
durrani	durrani
durvasa	durvasa
duryodhana	duryodhana
dushan	dushana
dushanbe	dushanbe
dushman	dushmana
dushmann	dushmana
dushyant	dushyamta
dusk	detaskalaimda
dusk	samdhya
dusky	dusky
dusri	dusari
dussehra	dashahara
dust	dhula
dustin	dastina
dusuha	dasuha
dutch	dacha
duties	kartavya
dutt	datta
dutta	datta
dutter	darta
duty	dyuti
duty	kartavya
duval	duvala
duzon	dujona
dvaarakaaganz	dvarakagamja
dvaita	dvaita
dvarka	dvaraka
dvb	dvb
dvc	dvc
dvd	dividi
dvd	dvd
dvd+r	dvd+r
dvijavahan	dvijavahana
dvr	diviara
dwar	dvara
dwarf	bauna
dwarf	vamana
dwarfs	dwarfs
dwarikesh	dvarakesha
dwarka	dvaraka
dwarkanath	dvarakanatha
dwayne	dvena
dwell	saha
dweller	basanevale
dwells	basata
dwells	bitana
dwight	dvaita
dwigt	dvaita
dwindled	hogai
dwivedi	dvivedi
dwizraaj	dvijaraja
dyan	dayaena
dye	dai
dyeing	ramgai
dyer	dayara
dying	marana
dyk	dyk
dylan	dayalana
dylan	dilana
dylave	dailave
dyn	daina
dynamic	dayanemika
dynamic	gatishila
dynamical	gatikiya
dynamics	dayanamiksa
dynamo	dayanemo
dynamometer	dainemomitara
dynastic	khanadani
dynasty	rajavamsha
dynasty	vamsha
dysentery	pechisha
dysfunctions	disphamkshana
dyslexia	disleksiya
dyson	dayasana
dysplasia	dysplasia
dysprosium	disaprosiyama
dystrophy	dystrophy
dyuyar	dyuera
dywing	daivimga
dzongkha	jomgakha
dzungar	zungara
dzungaria	zungariya
d}}	d}}
dáil	dáil
dál	dál
dân	dân
début	début
démocratique	démocratique
départements	départements
día	día
díaz	díaz
dôme	dôme
e^x	e^x
eaa	eaa
eaba	eaba
eabellang	eplimga
each	pratyeka
ead	ead
eads	eads
eae	eae
eagerness	utsukata
eagle	chila
eagle	igala
eagle	tribhuja
eagles	igalsa
eagren	eharena
eak	eka
ealing	ilimga
ean	ean
ear	eyara
ear	iyara
ear	kana
eared	eared
earhth	dhara
earl	arla
earlier	pahale
earls	arlsa
early	jaldi
earmark	chapa
earmarked	anubamdhita
earned	arjita
earner	arjaka
earnest	binati
earnest	imanadari
earnest	joshila
earnest	pratij~na
earnest	sachchai
earning	kamai
earnings	aya
earnings	kamai
earphones	iyarafona
earpiece	iyarapisa
earrings	baliyam
earrings	jhumake
ears	kana
ears	kanom
earth	dharati
earth	prrithvi
earthquake	bhukampa
earthquakes	bhukampa
earthwork	khodai
earwax	karnamala
eas	eas
ease	asani
eases	jisake
easner	isnara
east	ista
east	puraba
east	purva
east	purvi
eastbound	eastbound
eastburn	istabaॉrna
easter	istara
eastern	purvi
eastland	istalaimda
eastman	eastman
eastman	istamena
easton	istana
eastwood	istavuda
easy	asana
easyjet	ijijeta
eat	imta
eat	kha
eat	khao
eatela	etila
eaten	khaya
eater	bhakshaka
eater	eater
eating	khane
eaton	eaton
eaves	olati
ebak	evaka
ebay	ibe
ebb	kshaya
ebb	utara
eben	ebena
ebenezer	ebenezer
ebert	ebert
ebf	ebf
ebn	ibna
ebner	ebnera
ebola	ibola
ebony	abanusa
ebony	iboni
ebook	ibuka
ebra	ebra
ebrahim	ebrahima
ecb	ecb
ecc	ecc
ecce	ecce
ecchi	etchi
ecclesia	ecclesia
ecclesiastical	ecclesiastical
ecd	isidi
ece	ece
ecg	isiji
echidna	ekidana
echinoderm	shulacharmi
echinodermata	echinodermata
echo	gu.nja
echo	gumja
echo	iko
echo	pratidhvani
echocardiography	ikokardiyographi
echra	echara
eci	eci
eckert	ekarta
ecl	ecl
eclampsia	eclampsia
eclipse	elvisa
eclipse	grahana
eclipsed	ata
ecm	ecm
ecma	ecma
ecmascript	ecmascript
ecn	ecn
ecology	paristhitiki
econometric	econometric
econometrics	arthamiti
economic	arthika
economical	kiphayati
economics	arthashastra
economictimes	economictimes
economist	arthashastri
economists	arthashastriyom
economy	arthavyavastha
ecoregions	ecoregions
ecosoc	ecosoc
ecr	ecr
ecs	ecs
ecstatic	unmadapurna
ectoderm	ectoderm
ectopic	asthanika
ecu	ecu
ecuador	ikvadora
ecuador	ikvedora
ecw	ecw
ecx	ecx
eczema	khaja
eda	eda
edakad	idakk.da
edamerailte	edamirailti
edb	edb
edberg	edabarga
eddie	edi
eddo	eddo
eddy	bha.nvara
eddy	eddy
edema	edima
eden	idana
edgar	edagara
edgbaston	ejabestana
edge	kinara
edge	kinare
edged	edged
edges	kinare
edges	kinarom
edhi	idi
edi	edi
edi	idi
ediacaran	ediacaran
edible	khadya
ediciones	ediciones
edición	edición
edificio	edificio
edinberg	aidinabarga
edinburgh	edinabarga
edis	edisa
edison	edisana
edit	sampadana
editathon	editathon
edited	sampadita
edith	editha
editing	sampadana
editintro	editintro
edition	samskarana
editions	samskarana
editnotice	editnotice
editnotices	editnotices
editor	editara
editor	sampadaka
editore	editore
editorial	sampadakiya
editors	sampadaka
editors	sampadana
editpage	editpage
editprotected	editprotected
edits	sampadana
edlin	edalina
edm	edm
edmonds	edamamd{}sa
edmonton	edamaॉntana
edmund	edamamda
edn	edn
edna	edana
edo	ido
edr	edr
edreetic	edrietika
edrick	edarika
edrinaa	edrina
eds	eds
edson	edasana
edt	edt
edta	edta
eduard	eduard
eduardo	eduardo
educated	shikshita
educates	narega
education	shiksha
education,	shiksha,
educational	shaikshanika
educational	shaikshika
educators	shikshaka
edvin	edavina
edw	edw
edwackstraws	hedakvartarsa
edward	edavarda
edwards	edavardsa
edwin	edavina
eee	eee
eeen	ina
eeg	eeg
eek	eek
eelaktrick	ilektrika
eeman	imana
een	een
eenadu	inadu
eeprom	eeprom
eer	eer
eera	ira
eerie	paha.diya
eest	eest
eet	eet
eez	eez
efe	efe
effect	asara
effect	prabhava
effective	prabhavi
effectiveness	prabhavakarita
effects	prabhava
efferent	efferent
effi	ephi
efficiency	dakshata
efficiency	karyakushalata
efficient	kushala
effigy	putala
efflorescence	avegi
effluents	apashishta
effort	prayasa
effort	prayatna
efforts	prayatna
effusion	utsarga
efi	efi
efm	efm
efrodayit	ephrodaita
efs	efs
eftpos	eftpos
egalitarianism	samatavada
eger	aigara
eget	eget
egf	egf
egfr	egfr
egg	amda
egg	yaimga
eggleton	igalatana
eggplant	baimgana
eggplant	baimgani
eggs	amde
egleyya	egleiya
egmore	egamora
ego	ahamkara
egp	egp
egret	egret
egy	egy
egypt	ijipta
egypt	mishra
egypt	misra
egypt	mistra
egyptian	mishra
egyptian	misra
egyptian	misri
egyptians	ijipta
egyptians	unhomne
ehf	ehf
ehkademiss	ekademimsa
ehr	ehr
ehud	ehuda
eia	iaie
eichi	ichi
eid	ida
eider	aidara
eidgah	idagaha
eidos	edosa
eiffel	ephila
eigenvalue	eigenvalue
eigenvalues	eigenvalues
eight	atha
eighteen	atharaha
eighteen	attharaha
eighteenth	atharahavim
eighteenth	eighteenth
eighth	athavam
eighth	athavim
eighty	assi
eil	eil
eileanan	eileanan
eileen	elina
eileta	ileta
eim	eim
ein	aim
eindhoven	aimtahaॉvana
einecs	einecs
eines	eines
einstein	aimstina
einsteinium	aimstiniyama
eintracht	imgtiraheti
eir	eir
eisenhower	aizanahavara
eisenstein	aisenstaina
eita	ita
eiusmod	eiusmod
eivissa	eivissa
ejaculation	skhalana
ejbargs	ejabargsa
ejective	ejective
ek	1
ek	eka
eka	eka
ekadashi	ekadashi
ekambir	ekamabira
ekatan	ekatana
ekavali	ekavali
ekchari	ikachari
ekchit	ekachitta
ekdant	ekadamta
ekg	ikeji
ekka	ekka
eklahart	elkaharta
eklavya	ekalavya
eknath	ekanatha
eko	eko
eksombo	ekosombo
ektel	ektela
ela	ela
elaan	ailana
elaborate	alamkrrita
elaborate	jatila
elaborate	savistara
elaborate	vistrrita
elaborate	vyapaka
elaborately	vistarapurvaka
elahabaad	ilahabada
elahi	ilahi
elaine	ailena
elam	ilama
elan	ailana
elan	elana
elapsed	bita
elasmobranchii	elasmobranchii
elasticity	locha
elastraders	ilastretarsa
elation	sannaddha
elba	elba
elbaradei	alabaradei
elbe	elba
elbit	elbita
elbow	kohani
elbuge	elburza
elda	elda
eldan	eldana
elderly	bujurga
elders	ba.do
elders	ba.dom
elders	buzurgom
eldest	jyeshtha
eldhiya	elthiya
eldine	eldina
eldona	eldona
eldordo	eldoredo
eleanor	elenora
elected	chuni
elected	nirvachita
election	chunava
elections	chunava
elections	chunavom
electoral	chunavi
electors	nirvachaka
electric	ilektrika
electric	vidyuta
electrical	ilektrikala
electrical	vidyuta
electricals	ilektrikalsa
electrician	ilektrishiyana
electricite	ilektrisaita
electricity	bijali
electricity	vidyuta
electrification	vidyutikarana
electro	ilektro
electrocardiogram	electrocardiogram
electrochemical	electrochemical
electrochemistry	electrochemistry
electrode	elektroda
electrodes	electrodes
electrodynamics	electrodynamics
electrolux	ilektrolaksa
electrolyte	electrolyte
electrolytes	ilektrolaitsa
electrolytic	electrolytic
electromagnetic	ilektromaignetika
electromagnetism	vidyutchumbakatva
electromechanical	electromechanical
electromotive	vidyutavahaka
electron	ilektraॉna
electronegative	electronegative
electronic	ilektranika
electronic	ilektraॉnika
electronica	ilektraॉnika
electronically	electronically
electronics	ilektraॉnika
electronics	ilektraॉniksa
electrophysiology	electrophysiology
electropositive	electropositive
electrostatics	sthiravaidyutiki
electrotechnical	vidyutatakaniki
elegance	lalitya
elegant	manamohaka
elegant	suruchipurna
element	avayava
element	tatva
elements	tatva
elements	tatvom
elen	ailana
elena	elena
elephant	eliphemta
elephant	hathi
elephanta	eliphemta
elephants	hathiyom
eleuthera	eleuthera
elev	elev
elevate	pronnata
elevation	samikarana
elevation	u.nchai
elevation	umchai
elevation	unnayana
elevator	liphta
eleven	gyaraha
elfriede	elphride
elgin	elgina
elhem	elhaima
eli	eli
elia	eliya
elias	eliyasa
eligibility	patrata
eligible	yogya
elijah	iliyasa
elimination	vilopana
elina	elina
eliot	eliyata
elis	elisa
elisabeth	elizabetha
elissa	elisa
elissa	elissa
elit	elit
elita	elita
elite	elita
eliyat	iliyata
elizabeth	elijabetha
elizabeth	elizabetha
elk	nilagaya
elkut	yalakuta
ell	ell
ella	ela
ellamanchili	ilamanachili
ellen	elena
